51602,51614,51611,1758.0
31418,31475,31438,1715.0
66568,66945,66589,1693.0
1993,2174,2007,1685.0
68646,68829,68707,1680.0
1831,1867,1848,1666.0
24659,24742,24667,1664.0
27304,27327,27306,1628.0
45366,45722,45465,1624.0
62207,62407,62231,1620.0
96182,96361,96204,1599.0
77134,77159,77140,1568.0
65097,65232,65115,1562.0
27326,27340,27328,1559.0
67355,67524,67377,1557.0
77134,77139,77136,1526.0
65707,65996,65810,1521.0
89870,90035,89905,1499.0
89930,90130,90036,1467.0
65125,65242,65233,1464.0
101919,102133,102049,1462.0
83747,83901,83764,1452.0
57232,57417,57387,1449.0
42847,43176,42857,1425.0
88601,88656,88644,1423.0
84681,84740,84690,1410.0
81845,81997,81853,1382.0
84714,84759,84741,1382.0
6124,6292,6159,1370.0
66776,67024,66946,1353.0
27462,27495,27477,1348.0
28947,29213,29054,1345.0
98241,98273,98252,1345.0
24721,24773,24743,1339.0
8324,8387,8347,1299.0
51530,51558,51545,1298.0
88645,88674,88657,1292.0
5763,5934,5828,1288.0
21303,21350,21326,1287.0
2046,2184,2175,1277.0
12389,12435,12396,1275.0
17124,17199,17126,1267.0
6634,6720,6671,1265.0
21475,21569,21558,1238.0
76328,76348,76336,1234.0
101886,102048,101907,1229.0
12434,12463,12436,1219.0
76316,76335,76325,1219.0
8183,8301,8205,1210.0
6045,6158,6114,1197.0
8205,8322,8302,1195.0
62064,62113,62076,1190.0
92173,92339,92191,1190.0
21697,21729,21707,1179.0
4837,5009,4860,1174.0
17696,17792,17706,1174.0
16524,16730,16567,1171.0
94678,94915,94698,1170.0
6672,6736,6721,1165.0
94659,94697,94678,1165.0
5829,6038,5935,1151.0
94646,94677,94659,1135.0
18526,18559,18542,1126.0
81853,82007,81998,1118.0
23153,23201,23163,1109.0
90223,90385,90254,1107.0
52921,53088,52986,1078.0
77031,77058,77044,1073.0
41239,41361,41281,1071.0
90553,90762,90555,1070.0
102931,103067,102946,1063.0
6512,6562,6546,1055.0
68634,68706,68645,1011.0
61936,62058,62028,987.0
97896,98060,97939,980.0
21477,21534,21501,978.0
6549,6578,6563,960.0
65380,65456,65397,957.0
95070,95117,95095,939.0
57232,57362,57235,932.0
94917,95055,94942,932.0
62408,62554,62433,928.0
75268,75287,75278,928.0
44955,45159,44973,920.0
5552,5605,5581,918.0
75259,75277,75268,918.0
63566,63648,63586,915.0
23200,23205,23202,914.0
98754,98799,98771,914.0
5710,5827,5749,911.0
63587,63668,63649,910.0
5957,6113,6039,905.0
5583,5634,5606,901.0
13132,13322,13151,880.0
30681,30763,30753,876.0
51511,51544,51522,875.0
30671,30752,30680,867.0
64953,65084,64967,863.0
81172,81274,81184,862.0
27733,27775,27755,860.0
60779,60829,60810,855.0
16755,16952,16870,849.0
101814,101906,101875,848.0
11378,11572,11449,845.0
27715,27754,27733,839.0
62620,62707,62648,835.0
52390,52408,52399,832.0
52380,52398,52389,827.0
17198,17202,17200,807.0
2653,2855,2666,800.0
15815,15982,15973,799.0
2279,2383,2290,796.0
15805,15972,15814,795.0
57422,57483,57440,794.0
60812,60847,60830,790.0
52853,52889,52862,789.0
95267,95298,95283,786.0
21533,21557,21535,782.0
90906,90956,90933,769.0
19627,19699,19636,768.0
63940,63973,63958,763.0
68340,68362,68356,762.0
4664,4725,4681,756.0
34349,34460,34396,756.0
92224,92347,92340,754.0
93043,93102,93064,749.0
90429,90552,90430,729.0
4796,4859,4836,719.0
102211,102263,102256,719.0
66101,66191,66117,700.0
64838,64870,64848,699.0
57446,57490,57484,694.0
98257,98289,98274,686.0
90867,90932,90883,684.0
52888,52902,52890,683.0
3520,3565,3528,676.0
65704,65809,65706,674.0
4641,4680,4661,670.0
43516,43587,43551,669.0
23550,23659,23623,666.0
73862,73933,73876,665.0
77915,77960,77925,661.0
20998,21100,21018,648.0
79584,79654,79594,647.0
85436,85546,85449,641.0
6160,6309,6293,636.0
62710,62821,62728,630.0
83941,84061,83944,630.0
90141,90222,90143,624.0
61931,62027,61937,618.0
51214,51350,51228,617.0
90957,90990,90959,606.0
72143,72159,72150,605.0
19625,19635,19627,604.0
98220,98251,98237,604.0
41353,41386,41362,603.0
86090,86123,86102,600.0
90954,90958,90957,599.0
66041,66099,66086,591.0
79270,79287,79279,590.0
61068,61190,61087,581.0
72795,72830,72813,580.0
93533,93604,93542,570.0
45344,45464,45366,565.0
57628,57687,57646,562.0
90351,90429,90386,560.0
56872,56990,56895,559.0
66190,66293,66192,558.0
55409,55441,55432,557.0
98061,98140,98089,550.0
27896,28020,28001,549.0
51489,51521,51499,545.0
65972,66085,65997,544.0
65588,65702,65613,543.0
3126,3184,3157,540.0
32322,32436,32346,535.0
66951,67033,67025,535.0
62851,62882,62870,531.0
8037,8084,8059,530.0
8659,8721,8697,530.0
81273,81296,81275,530.0
72888,72920,72907,529.0
48474,48508,48491,528.0
8061,8106,8085,525.0
16747,16869,16755,525.0
58347,58414,58385,522.0
28942,29053,28959,521.0
5490,5530,5508,515.0
39636,39665,39644,507.0
92130,92190,92144,507.0
40985,41085,41006,503.0
3109,3156,3124,500.0
5513,5550,5531,500.0
89577,89690,89627,496.0
5271,5339,5298,485.0
100973,101033,101003,485.0
98533,98571,98554,484.0
98519,98553,98535,482.0
23008,23058,23010,481.0
27891,28000,27893,476.0
62192,62230,62193,476.0
53053,53097,53089,475.0
57648,57693,57688,471.0
23263,23284,23271,470.0
1526,1541,1528,469.0
9004,9112,9020,468.0
86538,86601,86547,466.0
70661,70761,70679,465.0
23826,23927,23837,459.0
59841,59943,59872,456.0
5015,5066,5050,455.0
31382,31437,31418,455.0
97563,97656,97565,455.0
32604,32633,32630,452.0
47260,47324,47282,451.0
81045,81149,81057,451.0
89438,89539,89481,451.0
62706,62709,62708,450.0
57118,57220,57186,448.0
31455,31513,31476,446.0
62872,62891,62883,446.0
77015,77030,77018,443.0
77023,77043,77031,443.0
4741,4835,4760,442.0
6295,6392,6310,442.0
4336,4373,4350,441.0
5300,5358,5340,440.0
98554,98583,98572,437.0
1529,1554,1542,436.0
3090,3123,3108,436.0
48400,48417,48402,434.0
57091,57185,57116,433.0
52891,52985,52903,431.0
64662,64728,64671,431.0
4955,5049,5010,430.0
103069,103163,103091,430.0
81807,81852,81814,429.0
97566,97665,97657,425.0
33244,33287,33268,421.0
51557,51563,51559,420.0
92027,92098,92035,417.0
100006,100103,100029,415.0
78480,78574,78492,411.0
6311,6402,6393,405.0
6817,6901,6846,405.0
82472,82490,82481,405.0
98948,98968,98960,404.0
1724,1814,1755,398.0
67497,67543,67525,398.0
13989,14083,14011,394.0
23547,23622,23549,392.0
5051,5088,5067,390.0
31376,31417,31386,390.0
61763,61858,61772,385.0
101014,101054,101034,384.0
27373,27451,27389,382.0
83216,83256,83231,382.0
7460,7543,7511,380.0
95844,95938,95853,377.0
82489,82492,82491,375.0
9833,9878,9852,370.0
65534,65612,65543,370.0
97137,97163,97149,369.0
29215,29296,29263,368.0
41379,41462,41387,368.0
668,751,678,367.0
58387,58422,58415,366.0
89540,89626,89574,366.0
67045,67116,67047,365.0
49742,49776,49768,364.0
62181,62192,62183,363.0
48347,48396,48367,361.0
3217,3292,3230,360.0
7569,7644,7588,360.0
11223,11302,11242,359.0
8129,8204,8182,355.0
90222,90253,90223,352.0
48504,48516,48509,351.0
99685,99768,99706,347.0
107667,107690,107675,346.0
5155,5225,5184,345.0
7698,7770,7713,345.0
8108,8181,8129,345.0
33659,33739,33687,344.0
7790,7860,7812,339.0
91016,91089,91046,339.0
34289,34341,34318,338.0
4328,4349,4336,336.0
7260,7330,7308,335.0
11131,11201,11162,335.0
99926,100003,99973,333.0
100064,100137,100104,333.0
98115,98152,98141,332.0
32583,32629,32592,330.0
63734,63756,63736,330.0
14451,14532,14460,327.0
61810,61877,61859,325.0
90720,90797,90763,325.0
32655,32725,32676,323.0
33418,33435,33420,320.0
82327,82395,82329,320.0
43852,43919,43904,318.0
50593,50628,50604,318.0
11371,11448,11378,317.0
62572,62647,62603,317.0
7442,7510,7459,315.0
61879,61927,61896,315.0
4468,4533,4516,314.0
1983,2006,1993,312.0
102186,102255,102208,312.0
3273,3348,3293,311.0
16729,16739,16731,311.0
5120,5183,5154,310.0
7243,7307,7258,310.0
8532,8599,8564,309.0
50406,50436,50415,309.0
43985,44028,44002,307.0
5090,5153,5118,305.0
96295,96368,96362,305.0
89843,89904,89845,304.0
8629,8696,8657,303.0
43838,43903,43852,303.0
45250,45316,45280,303.0
45126,45192,45160,302.0
50121,50191,50141,301.0
72409,72425,72418,301.0
